#,Name,Start,End,Length
R1,かんぱい,1.1.00,2.1.00,1.0.00
R2,しんぴん,2.1.00,3.1.00,1.0.00
R3,てんぷら,3.1.00,4.1.00,1.0.00
R4,かんぺき,4.1.00,5.1.00,1.0.00
R5,ぺこぺこ,5.1.00,6.1.00,1.0.00
R6,ぺらぺら,6.1.00,7.1.00,1.0.00
R7,ぽかぽか,7.1.00,8.1.00,1.0.00
R8,しんぱい,8.1.00,9.1.00,1.0.00
R9,はんぱ,9.1.00,10.1.00,1.0.00
R10,ぱちぱち,10.1.00,11.1.00,1.0.00
R11,ぽつぽつ,11.1.00,12.1.00,1.0.00
R12,ぽんぽん,12.1.00,13.1.00,1.0.00
R13,ぽんかん,13.1.00,14.1.00,1.0.00
R14,ぱりぱり,14.1.00,15.1.00,1.0.00
R15,はんぺん,15.1.00,16.1.00,1.0.00
